Time,Gyro_X, Gyro_Y, Gyro_Z,Accel_X, Accel_Y, Accel_Z,Comp_X, Comp_Y, Comp_Z
   1244,   -36,    16,    -7,  -1596,  -180, 15692,    28,     2,    -5
   1253,   -49,    22,     3,  -1608,  -212, 15716,    30,     5,    -3
   1273,    -3,    34,    13,  -1636,   -76, 15904,    30,     5,    -3
   1282,     4,    49,    10,  -1568,    12, 15776,    30,     4,    -5
   1305,    -1,    59,     4,  -1692,  -196, 15676,    31,     3,    -5
   1310,    50,    53,     0,  -1680,   -20, 15548,    29,     2,    -4
   1320,   124,    34,   -10,  -1836,    16, 15712,    29,     3,    -5
   1334,   210,    18,   -23,  -1676,   320, 15680,    28,     3,    -7
   1349,   287,    -3,   -54,  -1576,   284, 15704,    28,     4,    -4
   1372,   298,   -19,   -59,  -1304,    52, 15660,    28,     4,    -3
   1383,   282,   -33,   -47,  -1416,   348, 15976,    29,     2,    -4
   1404,   360,   -47,   -22,  -1308,   724, 16028,    26,     3,    -5
   1415,   404,   -45,   -23,  -1400,  1164, 15872,    29,     4,    -3
   1422,   447,   -39,   -32,  -1316,  1492, 15868,    28,     2,    -5
   1439,   492,   -32,   -75,  -1404,  1984, 15488,    26,     3,    -5
   1455,   592,   -47,  -109,  -1484,  2468, 15100,    26,     3,    -5
   1463,   724,   -77,  -155,  -1268,  1908, 14864,    25,     1,    -5
   1474,   859,  -120,  -180,  -1244,  1576, 14816,    28,     3,    -4
   1489,   957,  -160,  -184,   -632,   744, 15228,    25,     5,    -6
   1495,   951,  -202,  -159,   -952,  1748, 15984,    23,     3,    -6
   1526,   587,  -158,    -2,   -952,  1748, 15984,    23,     3,    -6
   1537,   599,  -130,    23,  -1384,  3060, 15788,    22,     3,    -6
   1546,   761,  -117,    27,  -1592,  4020, 15356,    21,     1,    -6
   1553,   968,  -105,     2,  -1592,  4020, 15356,    21,     1,    -6
   1563,  1086,  -126,   -49,   -664,  4204, 14924,    22,     3,    -6
   1572,  1137,  -135,  -110,   -724,  4308, 14672,    20,     2,    -6
   1582,  1079,  -146,  -163,   -724,  4308, 14672,    20,     2,    -6
   1593,   971,  -172,  -197,   -536,  3964, 14592,    19,     2,    -8
   1602,   922,  -193,  -211,   -708,  3816, 14528,    19,     2,    -8
   1610,   939,  -222,  -217,   -540,  3116, 14920,    18,     2,    -8
   1625,   951,  -252,  -194,   -452,  2836, 15352,    18,     0,    -8
   1632,   893,  -242,  -151,   -560,  2892, 15792,    19,     2,   -10
   1641,   798,  -208,  -100,   -368,  3116, 15944,    16,     0,    -9
   1654,   746,  -160,   -52,   -672,  3776, 16140,    17,     2,    -8
   1664,   760,   -96,   -25,   -724,  4480, 15896,    17,     2,    -9
   1681,   913,   -32,   -45,   -972,  5884, 15304,    13,     3,    -9
   1690,  1038,   -29,   -91,   -840,  6204, 14872,    14,     2,   -11
   1697,  1038,   -29,   -91,   -444,  5928, 14596,    15,     1,   -10
   1710,  1053,   -55,  -172,   -600,  5716, 14588,    14,     1,   -12
   1725,   994,   -65,  -184,   -504,  5252, 14452,    13,    -1,   -11
   1740,  1076,   -69,  -167,   -656,  5996, 14060,    12,     2,   -11
   1752,  1188,   -82,  -159,   -656,  5996, 14060,    12,     2,   -11
   1766,  1335,   -89,  -166,   -824,  7336, 13336,    11,     1,   -12
   1774,  1471,  -102,  -195,   -824,  7336, 13336,    11,     1,   -12
   1781,  1585,  -153,  -242,   -532,  7300, 13340,    10,     1,   -14
   1797,  1627,  -201,  -269,    -48,  6276, 13352,     9,     1,   -15
   1811,  1526,  -285,  -249,   -128,  6460, 13652,     9,     0,   -14
   1820,  1516,  -302,  -216,   -256,  6904, 13932,     7,     3,   -16
   1831,  1555,  -285,  -196,   -292,  7572, 14128,     6,     1,   -16
   1841,  1704,  -274,  -196,   -568,  8640, 13876,     6,     0,   -18
   1851,  1946,  -252,  -233,   -784,  9740, 13660,     7,     2,   -17
   1867,  2137,  -226,  -292,   -520, 10736, 12944,     6,     1,   -21
   1872,  2243,  -241,  -371,   -748, 11380, 12408,     4,     2,   -21
   1885,  2278,  -297,  -462,   -624, 11488, 12208,     2,     2,   -22
   1896,  2183,  -345,  -541,   -236, 10972, 11884,     2,     3,   -23
   1903,  2044,  -395,  -588,    104,  9880, 11888,     2,     2,   -21
   1914,  1892,  -450,  -589,    220,  9296, 12076,     0,     3,   -25
   1926,  1807,  -484,  -552,    232,  8896, 12264,    -1,     3,   -26
   1936,  1857,  -489,  -507,    360, 10268, 12752,    -2,     2,   -28
   1949,  1892,  -452,  -460,    168, 10988, 12492,    -2,     3,   -29
   1964,  1848,  -345,  -407,     20, 11636, 12288,    -4,     3,   -29
   1979,  1782,  -308,  -398,   -148, 12360, 12276,    -3,     3,   -33
   1991,  1585,  -214,  -402,    -80, 12580, 12156,    -5,     2,   -33
   2015,  1447,   -95,  -408,   -156, 12812, 11724,    -5,     3,   -34
   2021,  1541,   -40,  -411,   -252, 13232, 11248,    -7,     3,   -36
   2034,  1659,    13,  -423,   -124, 13000, 10224,    -7,     3,   -37
   2050,  1444,    44,  -411,   -196, 12524,  9912,    -6,     5,   -38
   2062,  1258,    35,  -380,   -256, 12328, 10060,    -7,     3,   -41
   2070,  1166,    37,  -344,   -504, 12664, 10304,    -8,     3,   -39
   2083,  1178,    80,  -314,   -404, 13260, 10284,    -7,     6,   -40
   2091,  1344,   154,  -302,   -956, 13996,  9812,    -8,     5,   -41
   2101,  1521,   205,  -318,   -876, 14220,  9304,    -9,     4,   -43
   2112,  1601,   229,  -335,  -1064, 14136,  8708,    -8,     4,   -44
   2132,  1376,   260,  -338,   -864, 12892,  7908,    -8,     7,   -46
   2147,  1120,   256,  -288,  -1032, 12640,  7908,    -8,     7,   -46
   2152,   916,   267,  -219,  -1068, 12896,  7884,    -9,     5,   -46
   2161,   796,   303,  -159,  -1196, 13500,  7864,   -10,     5,   -45
   2172,   792,   345,  -123,  -1412, 13976,  7696,   -10,     6,   -47
   2183,   861,   366,  -111,  -1372, 14296,  7288,   -11,     6,   -49
   2192,   927,   378,  -111,  -1392, 14472,  6916,   -11,     6,   -49
   2201,  1003,   378,  -108,  -1580, 14536,  6412,    -9,     7,   -47
   2212,  1036,   372,  -102,  -1476, 14476,  6120,   -11,     9,   -49
   2229,   943,   364,   -87,  -1712, 14688,  5600,   -11,     5,   -52
   2238,   806,   348,   -61,  -1640, 14856,  5592,   -12,     7,   -53
   2247,   793,   335,   -44,  -1640, 14856,  5592,   -10,     6,   -52
   2254,   804,   332,   -40,  -1528, 14884,  5168,   -12,     6,   -54
   2264,   846,   332,   -29,  -1940, 14924,  4972,   -12,     6,   -54
   2272,   918,   324,   -29,  -1936, 14832,  4632,   -12,     6,   -53
   2284,   921,   297,   -22,  -1736, 14912,  4496,   -12,     6,   -53
   2294,   936,   262,   -14,  -2036, 15256,  4280,   -11,     6,   -54
   2308,   940,   246,   -13,  -1756, 15020,  3960,   -12,     5,   -55
   2319,   856,   238,    -8,  -1908, 14944,  3788,   -12,     7,   -55
   2331,   596,   227,    36,  -1716, 15020,  3768,   -11,     7,   -57
   2340,   549,   215,    54,  -1748, 15204,  3688,   -12,     5,   -58
   2351,   640,   196,    59,  -1768, 15420,  3660,   -12,     7,   -57
   2371,   804,   180,    44,  -1656, 15284,  3628,   -11,     7,   -58
   2381,   759,   183,    47,  -1524, 15148,  3580,   -11,     6,   -58
   2395,   657,   170,    67,  -1740, 15504,  3592,   -12,     7,   -61
   2401,   628,   167,    82,  -1768, 15788,  3736,   -12,     6,   -59
   2413,   573,   176,    84,  -1660, 15856,  3624,   -11,     4,   -58
   2421,   446,   194,    91,  -1468, 15784,  3548,   -12,     6,   -61
   2442,   219,   229,   107,  -1460, 16080,  3564,   -12,     5,   -63
   2455,   242,   239,   101,  -1320, 16484,  3572,   -13,     7,   -61
   2464,   260,   240,    82,  -1440, 16492,  3460,   -12,     5,   -62
   2471,   310,   244,    61,  -1596, 16240,  3272,   -13,     5,   -62
   2486,   337,   234,    54,  -1284, 15916,  3172,   -11,     5,   -61
   2498,   402,   209,    59,  -1448, 15812,  2644,   -12,     5,   -64
   2509,   468,   177,    82,  -1588, 15580,  2380,   -11,     6,   -64
   2515,   468,   177,    82,  -1764, 15504,  2260,   -11,     5,   -62
   2529,   273,   171,   113,  -1560, 15552,  2148,   -12,     6,   -61
   2538,    21,   166,   156,  -1692, 16060,  1980,   -13,     6,   -64
   2553,  -206,   114,   198,  -1384, 16972,  2284,   -10,     5,   -63
   2574,  -261,    50,   164,  -1352, 17624,  2520,   -10,     4,   -63
   2583,  -235,    31,   118,  -1244, 17864,  2708,   -10,     4,   -63
   2599,  -110,    29,    10,  -1260, 17308,  2924,   -12,     6,   -63
   2603,  -110,    29,    10,  -1260, 17308,  2924,   -12,     6,   -63
   2618,  -223,    46,   -15,  -1196, 16536,  2920,   -13,     6,   -62
   2621,  -423,    63,   -10,   -932, 16156,  3024,   -13,     6,   -62
   2631,  -541,    66,     8,  -1016, 16340,  3344,   -11,     6,   -62
   2642,  -524,    70,     9,  -1088, 16692,  3528,   -12,     5,   -63
   2652,  -466,    69,    -3,  -1088, 17024,  3768,   -13,     5,   -61
   2673,  -430,    75,   -54,  -1316, 16788,  3812,   -12,     5,   -60
   2688,  -531,    93,   -71,  -1332, 16368,  3908,   -13,     2,   -59
   2695,  -671,   105,   -75,  -1360, 16168,  4464,   -10,     5,   -60
   2704,  -786,   127,   -76,  -1360, 16168,  4464,   -13,     4,   -58
   2715,  -879,   158,   -74,  -1360, 16012,  4580,   -13,     4,   -58
   2726,  -953,   184,   -69,  -1388, 15972,  4652,   -12,     5,   -57
   2731, -1013,   209,   -61,  -1544, 15824,  4684,   -12,     5,   -57
   2747, -1093,   233,   -55,  -1676, 15712,  4752,   -12,     6,   -59
   2757, -1189,   259,   -40,  -1724, 15212,  4664,   -12,     6,   -59
   2772, -1381,   273,    19,  -1764, 14700,  4780,   -11,     6,   -54
   2783, -1396,   259,    51,  -1604, 15084,  4928,   -12,     4,   -54
   2800,  -981,   160,    24,  -2360, 16996,  5868,   -12,     6,   -53
   2813,  -900,   141,   -41,  -2296, 16384,  6752,   -11,     7,   -50
   2838, -1366,   210,  -117,  -1676, 14988,  7192,   -13,     5,   -48
   2866, -2077,   412,   -35,  -1356, 14084,  7584,   -10,     6,   -47
   2870, -1912,   432,    -2,  -1700, 14664,  7772,   -10,     6,   -48
   2883, -1610,   447,    -4,  -1876, 15448,  7928,    -9,     7,   -45
   2890, -1378,   448,   -40,  -2088, 15708,  7988,    -9,     5,   -42
   2900, -1303,   451,   -86,  -2152, 15280,  7696,    -7,     5,   -42
   2912, -1387,   456,  -120,  -2152, 14528,  7568,    -8,     8,   -40
   2922, -1590,   453,  -125,  -2364, 13772,  7560,    -8,     6,   -40
   2938, -1859,   429,  -110,  -2080, 12228,  8156,    -8,     7,   -38
   2945, -2045,   400,   -75,  -2080, 12228,  8156,    -6,     8,   -38
   2956, -2007,   354,   -38,  -2280, 11992,  8516,    -6,     8,   -37
   2961, -1734,   313,   -12,  -2420, 11972,  8792,    -7,     9,   -37
   2972, -1441,   283,     1,  -2428, 11984,  8956,    -4,     7,   -36
   2990, -1248,   226,    13,  -2620, 11756,  8632,    -4,     8,   -36
   3004, -1395,   198,    29,  -2548, 11020,  8600,    -4,    11,   -33
   3016, -1598,   147,    64,  -2452,  9748,  9092,    -3,     8,   -32
   3031, -1720,    38,   160,  -2564,  9836,  9344,    -4,     9,   -31
   3038, -1720,    38,   160,  -2564,  9836,  9344,    -4,     9,   -31
   3044, -1530,    -7,   197,  -2732, 10464,  9520,    -4,     6,   -30
   3056, -1316,   -52,   207,  -2692, 10780,  9756,    -4,     6,   -30
   3063, -1158,  -107,   198,  -2844, 11036,  9960,    -4,     8,   -28
   3074, -1056,  -153,   178,  -2872, 11040, 10140,    -1,     7,   -29
   3084, -1048,  -184,   154,  -2348, 10472, 10292,    -3,     7,   -25
   3094, -1091,  -218,   146,  -2276,  9832, 10464,    -1,     7,   -27
   3101, -1158,  -247,   159,  -2232,  9240, 10816,    -1,     7,   -25
   3114, -1245,  -268,   182,  -2000,  8796, 10896,     1,     6,   -23
   3130, -1314,  -324,   257,  -1948,  9092, 11632,     2,     7,   -26
   3138, -1314,  -324,   257,  -2000,  9788, 11876,     2,     5,   -23
   3144, -1205,  -359,   268,  -1532,  9720, 11872,     2,     6,   -22
   3158, -1163,  -387,   249,  -1772,  9108, 12144,     4,     4,   -24
   3166, -1257,  -399,   222,  -1772,  9108, 12144,     2,     4,   -22
   3176, -1401,  -408,   203,  -1460,  8108, 12408,     2,     4,   -22
   3184, -1510,  -428,   211,   -980,  7424, 12764,     3,     2,   -21
   3197, -1487,  -446,   250,  -1368,  8304, 13540,     5,     3,   -20
   3207, -1430,  -441,   276,  -1368,  8304, 13540,     4,     3,   -17
   3215, -1458,  -417,   286,   -772,  8348, 13844,     4,     3,   -17
   3225, -1581,  -381,   296,   -612,  7552, 13980,     6,     2,   -17
   3238, -1665,  -356,   299,   -612,  7552, 13980,     7,     2,   -18
   3241, -1613,  -330,   299,   -912,  7660, 13876,     7,     2,   -18
   3254, -1524,  -302,   292,  -1100,  7944, 14072,     6,     3,   -16
   3269, -1511,  -274,   277,  -1324,  8892, 14580,     9,     0,   -15
   3282, -1729,  -298,   204,   -124,  7768, 14556,     8,     2,   -15
   3295, -1659,  -228,   182,   -932,  6784, 14804,    10,     1,   -11
   3311, -1203,  -108,   134,   -448,  6684, 14964,    13,     1,   -13
   3331, -1221,   -73,    98,   -360,  5968, 15492,    14,     0,   -11
   3347, -1265,   -57,    90,   -164,  4632, 15812,    14,     1,   -12
   3375, -1384,    75,   154,   -492,  3880, 16056,    15,     2,    -9
   3382, -1435,   112,   181,   -440,  3408, 16140,    16,     1,   -11
   3395, -1475,   139,   209,   -496,  3248, 16452,    17,     2,    -9
   3402, -1521,   170,   246,   -476,  3176, 17096,    17,     2,    -9
   3421, -1740,   307,   332,   -140,   672, 18180,    18,    -1,   -10
   3431, -1822,   417,   422,   -680,   412, 18300,    20,    -2,    -7
   3438, -1822,   417,   422,   -760,   664, 18104,    21,     2,    -8
   3446, -1938,   530,   526,   -760,   664, 18104,    22,     2,    -7
   3461, -2213,   710,   677,   -788,   628, 17180,    26,     0,    -8
   3473, -2105,   723,   706,  -1024,   708, 17000,    25,     1,    -4
   3485, -1794,   718,   703,  -1388,  2296, 16984,    26,     1,    -2
   3492, -1677,   718,   648,  -1424,  3344, 16808,    26,     0,    -6
   3504, -1776,   717,   557,  -1568,  3108, 16344,    27,    -2,    -3
   3512, -1843,   702,   473,  -1648,  2136, 15740,    29,     1,    -4
   3533, -1552,   611,   360,  -1468,  -300, 14748,    31,     3,    -4
   3540, -1255,   513,   339,  -1592,  -556, 14712,    32,     2,    -3
   3544, -1255,   513,   339,  -1496,  -412, 14572,    32,     2,    -5
   3557, -1069,   431,   327,  -1496,  -412, 14572,    33,     1,    -4
   3572,  -996,   300,   295,  -2016, -1008, 14688,    32,     2,    -1
   3581,  -849,   242,   285,  -2300, -1428, 14684,    35,     2,    -3
   3587,  -849,   242,   285,  -2300, -1428, 14684,    34,     3,    -1
   3598,  -744,   184,   285,  -1588, -2612, 15132,    34,     3,    -1
   3602,  -731,   145,   328,  -2032, -1872, 15428,    34,     3,    -3
   3616,  -736,   129,   350,  -2108, -1728, 16004,    36,     4,    -3
   3621,  -635,   128,   344,  -2500,  -988, 16060,    36,     2,    -2
   3636,  -535,   143,   314,  -2748,   256, 15948,    34,     2,    -4
   3650,  -536,   169,   176,  -2664,  -304, 15700,    37,     5,    -2
   3656,  -536,   169,   176,  -2664,  -304, 15700,    37,     5,    -2
   3663,  -371,   159,   104,  -2440,  -700, 15276,    37,     4,    -1
   3677,  -243,   134,    52,  -2328,  -736, 14972,    38,     4,    -2
   3687,  -233,   105,    10,  -2100, -1936, 14712,    38,     3,    -1
   3703,  -196,    31,    -9,  -2120, -1796, 14712,    36,     3,    -2
   3712,  -153,    -3,    -9,  -2100, -1848, 14760,    39,     6,    -1
   3723,  -111,   -31,   -11,  -2304, -1724, 15052,    40,     6,    -1
   3732,   -62,   -49,   -20,  -2248, -1652, 15172,    39,     2,    -1
   3749,   -54,   -54,   -25,  -2272, -1572, 15196,    37,     3,     1
   3754,   -79,   -52,   -33,  -2432, -1636, 15328,    39,     4,     0
   3770,   -65,   -60,   -47,  -2332, -1424, 15536,    36,     4,    -2
   3784,   -82,   -57,   -54,  -2344, -1156, 15660,    38,     5,     0
   3792,  -101,   -44,   -67,  -2208, -1140, 15764,    41,     3,     0
   3818,  -193,    11,   -94,  -2164, -1484, 15400,    37,     3,    -2
   3823,  -301,    34,   -95,  -2208, -1760, 15172,    38,     3,     1
   3833,  -384,    42,   -87,  -2336, -1888, 15224,    38,     3,     1
   3846,  -416,    44,   -79,  -2376, -1440, 15392,    39,     3,     0
   3867,  -527,    73,  -116,  -2468,  -752, 15904,    40,     4,     0
   3878,  -585,   114,  -149,  -2468,  -752, 15904,    40,     4,     0
   3897,  -751,   185,  -220,  -2412, -1960, 15132,    43,     5,     0
   3904,  -850,   199,  -226,  -2188, -2732, 14896,    43,     5,     0
   3921, -1199,   199,  -197,  -2052, -1652, 15656,    42,     5,     1
   3930, -1199,   199,  -197,  -2584, -1488, 15976,    43,     6,     0
   3942, -1663,   310,  -230,  -2680, -1628, 15848,    44,     3,     1
   3953, -1708,   384,  -264,  -2452, -3376, 15144,    46,     6,    -1
   3967, -1605,   427,  -268,  -1964, -4880, 12864,    48,     3,    -1
   3986, -1724,   402,  -156,  -2092, -5956, 12060,    48,     3,    -1
   3995, -1917,   327,   -73,  -2032, -6692, 11640,    50,     3,    -1
   4001, -1848,   207,     2,  -2520, -7084, 11772,    51,     4,     1
   4013, -1605,    88,    62,  -2696, -6708, 12200,    53,     5,     1
   4025, -1513,    37,   100,  -2788, -6008, 12284,    53,     5,     1
   4034, -1680,    15,   103,  -2496, -6336, 11920,    56,     6,     2
   4045, -1855,    -3,   107,  -3164, -7900, 11188,    57,     6,    -1
   4052, -1838,   -45,   138,  -2964, -9480, 10404,    57,     6,    -1
   4063, -1735,  -140,   197,  -2568,-10360,  9896,    55,     6,     0
   4077, -1716,  -263,   281,  -2564,-10880,  9936,    58,     5,    -1
   4090, -1695,  -421,   370,  -2572, -9044, 11564,    61,     3,    -2
   4097, -1710,  -530,   448,  -2572, -9044, 11564,    61,     3,    -2
   4102, -1901,  -545,   476,  -2544, -7880, 12228,    62,     4,    -2
   4119, -2196,  -523,   447,  -2920, -9272, 11872,    63,     3,    -3
   4133, -2262,  -481,   392,  -2588, -9124, 11372,    66,     3,    -3
   4141, -2320,  -479,   356,  -2060,-10048, 10972,    66,     4,    -2
   4148, -2320,  -479,   356,  -2060,-10048, 10972,    67,     3,    -2
   4166, -2160,  -605,   331,  -1868,-10016, 11496,    69,     1,    -6
   4172, -2185,  -614,   311,  -1760, -8804, 12068,    70,     2,    -5
   4189, -2421,  -555,   249,  -2780,-11380, 11396,    72,     2,    -7
   4203, -2135,  -439,   177,  -1968,-11752, 10644,    75,     1,    -6
   4214, -1998,  -434,   166,  -1136,-12736,  9988,    76,     1,   -10
   4243, -2252,  -523,   250,  -1164,-12088, 10496,    79,     2,   -11
   4245, -2252,  -523,   250,  -1164,-12088, 10496,    79,     2,   -11
   4252, -2396,  -496,   244,  -1100,-11924, 10712,    80,     0,    -9
   4263, -2377,  -469,   211,  -1800,-11920, 10820,    79,     2,   -13
   4276, -2134,  -429,   155,  -1628,-11696, 10752,    83,     0,   -14
   4286, -1889,  -383,    80,  -1072,-12140, 10124,    83,    -1,   -13
   4299, -1680,  -335,    28,   -780,-12584,  9784,    85,     0,   -16
   4314, -1660,  -268,   -50,   -568,-13104,  9748,    85,    -2,   -15
   4320, -1597,  -275,   -67,   -300,-12728,  9992,    85,     0,   -15
   4327, -1597,  -275,   -67,   -560,-12528, 10240,    87,    -1,   -16
   4344, -1567,  -216,  -128,  -1072,-13208, 10604,    88,     0,   -17
   4355, -1410,  -137,  -158,  -1176,-13584, 10268,    87,    -1,   -19
   4364, -1189,   -67,  -179,  -1104,-14256, 10016,    87,     0,   -19
   4372,  -994,   -12,  -179,   -628,-14568,  9744,    88,    -1,   -19
   4388,  -894,    20,  -164,   -848,-15316,  9616,    90,    -1,   -20
   4397,  -852,    58,  -147,   -288,-15144,  9344,    89,     0,   -20
   4407,  -819,   125,  -117,   -300,-15496,  9164,    89,    -1,   -19
   4428, -1118,   295,   -42,   -840,-15836,  8752,    94,     0,   -22
   4443, -1043,   420,    22,  -1036,-16412,  7692,    91,    -1,   -22
   4449, -1043,   420,    22,   -772,-16308,  7352,    90,    -1,   -24
   4464,  -824,   474,    75,   -880,-16352,  6984,    92,     0,   -24
   4469,  -824,   474,    75,   -880,-16352,  6984,    93,    -2,   -24
   4475,  -760,   499,    95,   -980,-16404,  6628,    93,    -2,   -24
   4486,  -701,   519,   115,   -856,-16408,  6416,    93,    -2,   -22
   4494,  -690,   535,   138,  -1068,-16452,  5784,    96,    -1,   -26
   4512,  -648,   560,   169,  -1552,-16664,  5272,    93,     2,   -25
   4523,  -554,   570,   191,  -1380,-16324,  4760,    94,     1,   -26
   4532,  -517,   567,   208,  -1508,-16292,  4336,    94,     0,   -26
   4544,  -476,   557,   224,  -1416,-16028,  3976,    94,     0,   -28
   4561,  -389,   465,   226,  -1940,-15628,  3348,    94,     1,   -26
