-0.1804,-0.17737,0.033082,0
-0.13182,-0.12015,-0.034945,0
-0.098763,-0.089962,-0.044646,0
-0.088124,-0.052513,-0.024051,0
-0.07172,-0.073804,-0.027823,0
-0.068264,-0.05757,-0.055348,0
-0.0093899,-0.068943,-0.05249,0
-0.0058094,-0.050049,-0.029202,0
-0.011907,-0.036547,-0.030334,0
-0.022385,0.0053407,-0.055847,0
-0.014647,-0.026473,-0.085158,0
-0.041605,-0.032545,-0.064157,0
0.016392,-0.012787,-0.079702,0
-0.030894,-0.040181,-0.14437,0
-0.0064991,-0.010645,-0.069396,0
-0.016603,-0.027171,-0.038535,0
-0.06075,-0.0099334,-0.11367,0
-0.049692,-0.008129,-0.075996,0
-0.015492,-0.032692,0.0023592,0
-0.032995,-0.01294,-0.06713,0
0.023088,-0.0077199,-0.067167,0
-0.023075,-0.05482,-0.045515,0
-0.0053761,-0.0083843,-0.09309,0
-0.011783,-0.021367,-0.081587,0
-0.03402,-0.0088553,-0.074498,0
-0.015159,0.029827,-0.023281,0
0.07132,-0.029942,-0.062415,0
-0.026902,-0.030258,-0.10192,0
-0.0041582,-0.0095962,-0.067656,0
-0.0080366,0.016753,-0.045651,0
0.025751,-0.014956,-0.0038904,0
-0.023203,0.0092397,-0.12873,0
-0.0045064,-0.03318,-0.07337,0
-0.019017,0.039029,-0.020386,0
-0.022399,-0.0097416,-0.061427,0
-0.0064526,-0.024015,-0.086568,0
0.024717,-0.0060253,-0.12981,0
0.017039,-0.073176,-0.059791,0
-0.033041,0.0023507,-0.010106,0
-0.017138,0.019933,-0.038737,0
-0.029665,-0.0026333,-0.068796,0
0.019885,-0.032772,-0.064783,0
-0.036479,-0.027241,-0.060416,0
-0.00072803,0.0013769,-0.057711,0
-0.030748,0.011228,-0.041773,0
0.0011599,-0.0088859,-0.0064778,0
0.01574,-0.026677,0.018256,0
-0.013293,0.027173,-0.064324,0
-0.0080068,-0.0079987,-0.1208,0
0.01029,-0.041068,-0.065611,0
0.023419,-0.012832,-0.084811,0
-0.00042036,-0.012468,-0.082419,0
-0.0052982,-0.016926,-0.013472,0
-0.021317,-0.018501,0.0012687,0
0.037,0.039847,-0.013406,0
0.0063519,-0.018944,-0.063131,0
-0.00041621,-0.0040456,-0.048932,0
-0.019303,0.0028767,-0.050812,0
-0.039587,0.0035002,-0.030224,0
-0.0060468,-0.0036068,-0.025515,0
-0.0191,-0.011962,-0.06338,0
-0.039374,-0.025144,-0.045224,0
-0.018934,-0.02599,-0.011196,0
-0.01831,0.017185,-0.065861,0
-0.02797,0.0024002,-0.0087575,0
-0.0377,0.0017172,-0.024396,0
